weather tornado 1900, cosine similarity=0.08
rodent gopher 1930, cosine similarity=0.00
rodent gopher 1940, cosine similarity=0.00
rodent gopher 1950, cosine similarity=0.00
rodent gopher 1960, cosine similarity=0.00
rodent gopher 1970, cosine similarity=0.00
rodent gopher 1980, cosine similarity=0.15
rodent gopher 1990, cosine similarity=0.14

rodent ribs 1900, cosine similarity=0.00
rodent ribs 1910, cosine similarity=0.00
rodent ribs 1920, cosine similarity=0.00
rodent ribs 1930, cosine similarity=0.00
rodent ribs 1940, cosine similarity=0.00
rodent ribs 1950, cosine similarity=0.00
rodent ribs 1960, cosine similarity=0.17
rodent ribs 1970, cosine similarity=0.05
rodent ribs 1980, cosine similarity=0.03
rodent ribs 1990, cosine similarity=0.03

house kitchen 1900, cosine similarity=0.31
house kitchen 1910, cosine similarity=0.32
house kitchen 1920, cosine similarity=0.31
house kitchen 1930, cosine similarity=0.41
house kitchen 1940, cosine similarity=0.38
house kitchen 1950, cosine similarity=0.32
house kitchen 1960, cosine similarity=0.31
house kitchen 1970, cosine similarity=0.32
house kitchen 1980, cosine similarity=0.31
house kitchen 1990, cosine similarity=0.31

house office 1900, cosine similarity=0.23
house office 1910, cosine similarity=0.20
house office 1920, cosine similarity=0.20
house office 1930, cosine similarity=0.22
house office 1940, cosine similarity=0.27
house office 1950, cosine similarity=0.22
house office 1960, cosine similarity=0.16
house office 1970, cosine similarity=0.22
house office 1980, cosine similarity=0.30
house office 1990, cosine similarity=0.23

house monkey 1900, cosine similarity=-0.02
house monkey 1910, cosine similarity=0.02
house monkey 1920, cosine similarity=0.09
house monkey 1930, cosine similarity=0.07
house monkey 1940, cosine similarity=0.11
house monkey 1950, cosine similarity=-0.03
house monkey 1960, cosine similarity=0.04
house monkey 1970, cosine similarity=0.01
house monkey 1980, cosine similarity=-0.03
house monkey 1990, cosine similarity=0.05

animal lion 1900, cosine similarity=0.23
animal lion 1910, cosine similarity=0.20
animal lion 1920, cosine similarity=0.22
animal lion 1930, cosine similarity=0.19
animal lion 1940, cosine similarity=0.26
animal lion 1950, cosine similarity=0.29
animal lion 1960, cosine similarity=0.23
animal lion 1970, cosine similarity=0.23
animal lion 1980, cosine similarity=0.21
animal lion 1990, cosine similarity=0.17

animal zebra 1900, cosine similarity=0.20
animal zebra 1910, cosine similarity=0.16
animal zebra 1920, cosine similarity=0.00
animal zebra 1930, cosine similarity=0.00
animal zebra 1940, cosine similarity=0.00
animal zebra 1950, cosine similarity=0.10
animal zebra 1960, cosine similarity=0.21
animal zebra 1970, cosine similarity=0.19
animal zebra 1980, cosine similarity=0.07
animal zebra 1990, cosine similarity=0.06

animal acid 1900, cosine similarity=0.12
animal acid 1910, cosine similarity=0.11
animal acid 1920, cosine similarity=0.16
animal acid 1930, cosine similarity=0.17
animal acid 1940, cosine similarity=0.10
animal acid 1950, cosine similarity=0.08
animal acid 1960, cosine similarity=0.11
animal acid 1970, cosine similarity=0.09
animal acid 1980, cosine similarity=0.06
animal acid 1990, cosine similarity=0.07

vegetable carrot 1900, cosine similarity=0.23
vegetable carrot 1910, cosine similarity=0.12
vegetable carrot 1920, cosine similarity=0.19
vegetable carrot 1930, cosine similarity=0.19
vegetable carrot 1940, cosine similarity=0.21
vegetable carrot 1950, cosine similarity=0.22
vegetable carrot 1960, cosine similarity=0.16
vegetable carrot 1970, cosine similarity=0.20
vegetable carrot 1980, cosine similarity=0.25
vegetable carrot 1990, cosine similarity=0.33

vegetable beet 1900, cosine similarity=0.28
vegetable beet 1910, cosine similarity=0.26
vegetable beet 1920, cosine similarity=0.23
vegetable beet 1930, cosine similarity=0.30
vegetable beet 1940, cosine similarity=0.28
vegetable beet 1950, cosine similarity=0.34
vegetable beet 1960, cosine similarity=0.36
vegetable beet 1970, cosine similarity=0.32
vegetable beet 1980, cosine similarity=0.26
vegetable beet 1990, cosine similarity=0.27

vegetable rest 1900, cosine similarity=-0.01
vegetable rest 1910, cosine similarity=0.03
vegetable rest 1920, cosine similarity=0.10
vegetable rest 1930, cosine similarity=0.03
vegetable rest 1940, cosine similarity=0.08
vegetable rest 1950, cosine similarity=0.06
vegetable rest 1960, cosine similarity=0.13
vegetable rest 1970, cosine similarity=0.05
vegetable rest 1980, cosine similarity=0.00
vegetable rest 1990, cosine similarity=0.03

season spring 1900, cosine similarity=0.39
season spring 1910, cosine similarity=0.40
season spring 1920, cosine similarity=0.38
season spring 1930, cosine similarity=0.45
season spring 1940, cosine similarity=0.41
season spring 1950, cosine similarity=0.44
season spring 1960, cosine similarity=0.40
season spring 1970, cosine similarity=0.42
season spring 1980, cosine similarity=0.40
season spring 1990, cosine similarity=0.38

season cold 1900, cosine similarity=0.25
season cold 1910, cosine similarity=0.22
season cold 1920, cosine similarity=0.24
season cold 1930, cosine similarity=0.20
season cold 1940, cosine similarity=0.23
season cold 1950, cosine similarity=0.23
season cold 1960, cosine similarity=0.28
season cold 1970, cosine similarity=0.25
season cold 1980, cosine similarity=0.23
season cold 1990, cosine similarity=0.23

season stump 1900, cosine similarity=-0.05
season stump 1910, cosine similarity=0.03
season stump 1920, cosine similarity=-0.07
season stump 1930, cosine similarity=-0.01
season stump 1940, cosine similarity=0.02
season stump 1950, cosine similarity=0.01
season stump 1960, cosine similarity=0.04
season stump 1970, cosine similarity=0.05
season stump 1980, cosine similarity=0.03
season stump 1990, cosine similarity=0.05

tool shovel 1900, cosine similarity=0.20
tool shovel 1910, cosine similarity=0.27
tool shovel 1920, cosine similarity=0.27
tool shovel 1930, cosine similarity=0.23
tool shovel 1940, cosine similarity=0.15
tool shovel 1950, cosine similarity=0.22
tool shovel 1960, cosine similarity=0.17
tool shovel 1970, cosine similarity=0.11
tool shovel 1980, cosine similarity=0.17
tool shovel 1990, cosine similarity=0.13

tool spade 1900, cosine similarity=0.32
tool spade 1910, cosine similarity=0.28
tool spade 1920, cosine similarity=0.28
tool spade 1930, cosine similarity=0.29
tool spade 1940, cosine similarity=0.27
tool spade 1950, cosine similarity=0.22
tool spade 1960, cosine similarity=0.21
tool spade 1970, cosine similarity=0.13
tool spade 1980, cosine similarity=0.07
tool spade 1990, cosine similarity=0.10

tool lunch 1900, cosine similarity=-0.07
tool lunch 1910, cosine similarity=-0.03
tool lunch 1920, cosine similarity=-0.08
tool lunch 1930, cosine similarity=-0.04
tool lunch 1940, cosine similarity=0.01
tool lunch 1950, cosine similarity=-0.07
tool lunch 1960, cosine similarity=-0.02
tool lunch 1970, cosine similarity=0.01
tool lunch 1980, cosine similarity=-0.04
tool lunch 1990, cosine similarity=-0.05

relative uncle 1900, cosine similarity=0.02
relative uncle 1910, cosine similarity=0.04
relative uncle 1920, cosine similarity=0.04
relative uncle 1930, cosine similarity=0.03
relative uncle 1940, cosine similarity=-0.01
relative uncle 1950, cosine similarity=-0.01
relative uncle 1960, cosine similarity=-0.01
relative uncle 1970, cosine similarity=-0.02
relative uncle 1980, cosine similarity=0.01
relative uncle 1990, cosine similarity=-0.05

relative son 1900, cosine similarity=0.01
relative son 1910, cosine similarity=0.03
relative son 1920, cosine similarity=-0.05
relative son 1930, cosine similarity=-0.02
relative son 1940, cosine similarity=-0.07
relative son 1950, cosine similarity=-0.07
relative son 1960, cosine similarity=-0.06
relative son 1970, cosine similarity=-0.12
relative son 1980, cosine similarity=-0.08
relative son 1990, cosine similarity=-0.10

relative slice 1900, cosine similarity=-0.01
relative slice 1910, cosine similarity=-0.08
relative slice 1920, cosine similarity=-0.06
relative slice 1930, cosine similarity=-0.01
relative slice 1940, cosine similarity=-0.02
relative slice 1950, cosine similarity=-0.09
relative slice 1960, cosine similarity=-0.03
relative slice 1970, cosine similarity=0.01
relative slice 1980, cosine similarity=-0.01
relative slice 1990, cosine similarity=0.02

animal cow 1900, cosine similarity=0.39
animal cow 1910, cosine similarity=0.30
animal cow 1920, cosine similarity=0.35
animal cow 1930, cosine similarity=0.34
animal cow 1940, cosine similarity=0.33
animal cow 1950, cosine similarity=0.42
animal cow 1960, cosine similarity=0.37
animal cow 1970, cosine similarity=0.34
animal cow 1980, cosine similarity=0.34
animal cow 1990, cosine similarity=0.36

animal ox 1900, cosine similarity=0.29
animal ox 1910, cosine similarity=0.28
animal ox 1920, cosine similarity=0.29
animal ox 1930, cosine similarity=0.25
animal ox 1940, cosine similarity=0.23
animal ox 1950, cosine similarity=0.27
animal ox 1960, cosine similarity=0.27
animal ox 1970, cosine similarity=0.29
animal ox 1980, cosine similarity=0.24
animal ox 1990, cosine similarity=0.28

animal ivy 1900, cosine similarity=0.02
animal ivy 1910, cosine similarity=-0.04
animal ivy 1920, cosine similarity=0.03
animal ivy 1930, cosine similarity=0.06
animal ivy 1940, cosine similarity=0.02
animal ivy 1950, cosine similarity=0.08
animal ivy 1960, cosine similarity=0.07
animal ivy 1970, cosine similarity=0.06
animal ivy 1980, cosine similarity=0.01
animal ivy 1990, cosine similarity=0.07

body leg 1900, cosine similarity=0.25
body leg 1910, cosine similarity=0.19
body leg 1920, cosine similarity=0.20
body leg 1930, cosine similarity=0.20
body leg 1940, cosine similarity=0.18
body leg 1950, cosine similarity=0.21
body leg 1960, cosine similarity=0.29
body leg 1970, cosine similarity=0.27
body leg 1980, cosine similarity=0.25
body leg 1990, cosine similarity=0.25

body chest 1900, cosine similarity=0.24
body chest 1910, cosine similarity=0.25
body chest 1920, cosine similarity=0.26
body chest 1930, cosine similarity=0.25
body chest 1940, cosine similarity=0.27
body chest 1950, cosine similarity=0.21
body chest 1960, cosine similarity=0.28
body chest 1970, cosine similarity=0.21
body chest 1980, cosine similarity=0.32
body chest 1990, cosine similarity=0.17

body gyms 1900, cosine similarity=0.00
body gyms 1910, cosine similarity=0.00
body gyms 1920, cosine similarity=0.00
body gyms 1930, cosine similarity=0.00
body gyms 1940, cosine similarity=0.00
body gyms 1950, cosine similarity=0.00
body gyms 1960, cosine similarity=0.00
body gyms 1970, cosine similarity=0.00
body gyms 1980, cosine similarity=0.00
body gyms 1990, cosine similarity=0.00

color red 1900, cosine similarity=0.41
color red 1910, cosine similarity=0.42
color red 1920, cosine similarity=0.43
color red 1930, cosine similarity=0.34
color red 1940, cosine similarity=0.38
color red 1950, cosine similarity=0.33
color red 1960, cosine similarity=0.30
color red 1970, cosine similarity=0.27
color red 1980, cosine similarity=0.30
color red 1990, cosine similarity=0.30

color brown 1900, cosine similarity=0.37
color brown 1910, cosine similarity=0.43
color brown 1920, cosine similarity=0.37
color brown 1930, cosine similarity=0.44
color brown 1940, cosine similarity=0.42
color brown 1950, cosine similarity=0.38
color brown 1960, cosine similarity=0.33
color brown 1970, cosine similarity=0.29
color brown 1980, cosine similarity=0.30
color brown 1990, cosine similarity=0.26

color nest 1900, cosine similarity=0.08
color nest 1910, cosine similarity=0.13
color nest 1920, cosine similarity=0.03
color nest 1930, cosine similarity=0.06
color nest 1940, cosine similarity=0.04
color nest 1950, cosine similarity=0.03
color nest 1960, cosine similarity=0.00
color nest 1970, cosine similarity=-0.06
color nest 1980, cosine similarity=0.05
color nest 1990, cosine similarity=0.05

in apartment 1900, cosine similarity=0.01
in apartment 1910, cosine similarity=0.12
in apartment 1920, cosine similarity=0.00
in apartment 1930, cosine similarity=0.18
in apartment 1940, cosine similarity=0.06
in apartment 1950, cosine similarity=0.11
in apartment 1960, cosine similarity=0.10
in apartment 1970, cosine similarity=0.06
in apartment 1980, cosine similarity=0.10
in apartment 1990, cosine similarity=0.02

in tent 1900, cosine similarity=-0.02
in tent 1910, cosine similarity=0.02
in tent 1920, cosine similarity=0.02
in tent 1930, cosine similarity=0.11
in tent 1940, cosine similarity=0.08
in tent 1950, cosine similarity=0.03
in tent 1960, cosine similarity=0.10
in tent 1970, cosine similarity=0.11
in tent 1980, cosine similarity=0.10
in tent 1990, cosine similarity=0.04

in domino 1900, cosine similarity=-0.01
in domino 1910, cosine similarity=0.00
in domino 1920, cosine similarity=0.00
in domino 1930, cosine similarity=0.00
in domino 1940, cosine similarity=0.00
in domino 1950, cosine similarity=0.00
in domino 1960, cosine similarity=0.04
in domino 1970, cosine similarity=0.03
in domino 1980, cosine similarity=-0.02
in domino 1990, cosine similarity=-0.06

fabric cotton 1900, cosine similarity=0.16
fabric cotton 1910, cosine similarity=0.23
fabric cotton 1920, cosine similarity=0.21
fabric cotton 1930, cosine similarity=0.18
fabric cotton 1940, cosine similarity=0.24
fabric cotton 1950, cosine similarity=0.22
fabric cotton 1960, cosine similarity=0.22
fabric cotton 1970, cosine similarity=0.22
fabric cotton 1980, cosine similarity=0.28
fabric cotton 1990, cosine similarity=0.24

fabric lace 1900, cosine similarity=0.17
fabric lace 1910, cosine similarity=0.20
fabric lace 1920, cosine similarity=0.25
fabric lace 1930, cosine similarity=0.24
fabric lace 1940, cosine similarity=0.21
fabric lace 1950, cosine similarity=0.23
fabric lace 1960, cosine similarity=0.17
fabric lace 1970, cosine similarity=0.27
fabric lace 1980, cosine similarity=0.29
fabric lace 1990, cosine similarity=0.27

fabric payday 1900, cosine similarity=0.00
fabric payday 1910, cosine similarity=0.00
fabric payday 1920, cosine similarity=0.00
fabric payday 1930, cosine similarity=0.00
fabric payday 1940, cosine similarity=0.00
fabric payday 1950, cosine similarity=0.00
fabric payday 1960, cosine similarity=0.00
fabric payday 1970, cosine similarity=0.00
fabric payday 1980, cosine similarity=0.00
fabric payday 1990, cosine similarity=0.00

shape triangle 1900, cosine similarity=0.27
shape triangle 1910, cosine similarity=0.27
shape triangle 1920, cosine similarity=0.25
shape triangle 1930, cosine similarity=0.23
shape triangle 1940, cosine similarity=0.23
shape triangle 1950, cosine similarity=0.24
shape triangle 1960, cosine similarity=0.25
shape triangle 1970, cosine similarity=0.24
shape triangle 1980, cosine similarity=0.25
shape triangle 1990, cosine similarity=0.19

shape cone 1900, cosine similarity=0.31
shape cone 1910, cosine similarity=0.23
shape cone 1920, cosine similarity=0.31
shape cone 1930, cosine similarity=0.33
shape cone 1940, cosine similarity=0.26
shape cone 1950, cosine similarity=0.31
shape cone 1960, cosine similarity=0.33
shape cone 1970, cosine similarity=0.30
shape cone 1980, cosine similarity=0.28
shape cone 1990, cosine similarity=0.27
