weather tornado 1950, cosine similarity=-0.00
fabric silk 1990, cosine similarity=0.30

fabric velvet 1950, cosine similarity=0.20
fabric velvet 1990, cosine similarity=0.20

fabric organ 1950, cosine similarity=0.12
fabric organ 1990, cosine similarity=0.06

weapon knife 1950, cosine similarity=0.38
weapon knife 1990, cosine similarity=0.35

weapon spear 1950, cosine similarity=0.37
weapon spear 1990, cosine similarity=0.30

weapon cliff 1950, cosine similarity=-0.02
weapon cliff 1990, cosine similarity=0.01

feeling happy 1950, cosine similarity=0.13
feeling happy 1990, cosine similarity=0.20

feeling calm 1950, cosine similarity=0.20
feeling calm 1990, cosine similarity=0.29

feeling name 1950, cosine similarity=0.03
feeling name 1990, cosine similarity=0.08

fruit orange 1950, cosine similarity=0.25
fruit orange 1990, cosine similarity=0.25

fruit plum 1950, cosine similarity=0.34
fruit plum 1990, cosine similarity=0.23

fruit tubas 1950, cosine similarity=0.00
fruit tubas 1990, cosine similarity=0.00

tool hammer 1950, cosine similarity=0.28
tool hammer 1990, cosine similarity=0.23

tool ruler 1950, cosine similarity=0.15
tool ruler 1990, cosine similarity=0.20

tool box 1950, cosine similarity=0.16
tool box 1990, cosine similarity=0.18

farmers tractor 1950, cosine similarity=0.11
farmers tractor 1990, cosine similarity=0.07

farmers rake 1950, cosine similarity=-0.00
farmers rake 1990, cosine similarity=0.05

farmers bookcase 1950, cosine similarity=-0.08
farmers bookcase 1990, cosine similarity=-0.03

flies airplane 1950, cosine similarity=0.17
flies airplane 1990, cosine similarity=0.19

flies moth 1950, cosine similarity=0.33
flies moth 1990, cosine similarity=0.31

flies possum 1950, cosine similarity=0.00
flies possum 1990, cosine similarity=0.12

