dad mom 1930, cosine similarity=0.00
damp stink 1960, cosine similarity=0.16
damp stink 1970, cosine similarity=0.17
damp stink 1980, cosine similarity=0.31

damp uncomfortable 1930, cosine similarity=0.34
damp uncomfortable 1940, cosine similarity=0.31
damp uncomfortable 1950, cosine similarity=0.29
damp uncomfortable 1960, cosine similarity=0.31
damp uncomfortable 1970, cosine similarity=0.28
damp uncomfortable 1980, cosine similarity=0.33

dance fun 1930, cosine similarity=0.27
dance fun 1940, cosine similarity=0.30
dance fun 1950, cosine similarity=0.32
dance fun 1960, cosine similarity=0.33
dance fun 1970, cosine similarity=0.26
dance fun 1980, cosine similarity=0.30

dance music 1930, cosine similarity=0.39
dance music 1940, cosine similarity=0.43
dance music 1950, cosine similarity=0.41
dance music 1960, cosine similarity=0.50
dance music 1970, cosine similarity=0.44
dance music 1980, cosine similarity=0.55

dance ballet 1930, cosine similarity=0.33
dance ballet 1940, cosine similarity=0.34
dance ballet 1950, cosine similarity=0.35
dance ballet 1960, cosine similarity=0.38
dance ballet 1970, cosine similarity=0.36
dance ballet 1980, cosine similarity=0.39

dance sing 1930, cosine similarity=0.45
dance sing 1940, cosine similarity=0.43
dance sing 1950, cosine similarity=0.49
dance sing 1960, cosine similarity=0.48
dance sing 1970, cosine similarity=0.49
dance sing 1980, cosine similarity=0.52

dance party 1930, cosine similarity=0.14
dance party 1940, cosine similarity=0.05
dance party 1950, cosine similarity=0.04
dance party 1960, cosine similarity=0.02
dance party 1970, cosine similarity=-0.01
dance party 1980, cosine similarity=0.04

dance movement 1930, cosine similarity=0.17
dance movement 1940, cosine similarity=0.17
dance movement 1950, cosine similarity=0.16
dance movement 1960, cosine similarity=0.07
dance movement 1970, cosine similarity=0.20
dance movement 1980, cosine similarity=0.12

dance hall 1930, cosine similarity=0.27
dance hall 1940, cosine similarity=0.28
dance hall 1950, cosine similarity=0.29
dance hall 1960, cosine similarity=0.22
dance hall 1970, cosine similarity=0.25
dance hall 1980, cosine similarity=0.26

dance exercise 1930, cosine similarity=-0.01
dance exercise 1940, cosine similarity=0.07
dance exercise 1950, cosine similarity=-0.00
dance exercise 1960, cosine similarity=0.05
dance exercise 1970, cosine similarity=0.01
dance exercise 1980, cosine similarity=0.06

dance fast 1930, cosine similarity=0.12
dance fast 1940, cosine similarity=0.12
dance fast 1950, cosine similarity=0.14
dance fast 1960, cosine similarity=0.08
dance fast 1970, cosine similarity=0.10
dance fast 1980, cosine similarity=0.15

dance grace 1930, cosine similarity=0.08
dance grace 1940, cosine similarity=0.06
dance grace 1950, cosine similarity=0.12
dance grace 1960, cosine similarity=0.01
dance grace 1970, cosine similarity=0.03
dance grace 1980, cosine similarity=-0.03

dance slow 1930, cosine similarity=0.15
dance slow 1940, cosine similarity=0.14
dance slow 1950, cosine similarity=0.18
dance slow 1960, cosine similarity=0.11
dance slow 1970, cosine similarity=0.14
dance slow 1980, cosine similarity=0.10

dance song 1930, cosine similarity=0.39
dance song 1940, cosine similarity=0.41
dance song 1950, cosine similarity=0.40
dance song 1960, cosine similarity=0.42
dance song 1970, cosine similarity=0.43
dance song 1980, cosine similarity=0.41

dance aerobics 1930, cosine similarity=0.00
dance aerobics 1940, cosine similarity=0.00
dance aerobics 1950, cosine similarity=0.00
dance aerobics 1960, cosine similarity=0.00
dance aerobics 1970, cosine similarity=0.00
dance aerobics 1980, cosine similarity=0.07

dance ball 1930, cosine similarity=0.23
dance ball 1940, cosine similarity=0.23
dance ball 1950, cosine similarity=0.31
dance ball 1960, cosine similarity=0.18
dance ball 1970, cosine similarity=0.19
dance ball 1980, cosine similarity=0.24

dance ballerina 1930, cosine similarity=0.00
dance ballerina 1940, cosine similarity=0.00
dance ballerina 1950, cosine similarity=0.00
dance ballerina 1960, cosine similarity=0.00
dance ballerina 1970, cosine similarity=0.00
dance ballerina 1980, cosine similarity=0.22

dance happy 1930, cosine similarity=0.21
dance happy 1940, cosine similarity=0.19
dance happy 1950, cosine similarity=0.17
dance happy 1960, cosine similarity=0.15
dance happy 1970, cosine similarity=0.15
dance happy 1980, cosine similarity=0.18

dance rock 1930, cosine similarity=0.01
dance rock 1940, cosine similarity=0.03
dance rock 1950, cosine similarity=0.00
dance rock 1960, cosine similarity=0.11
dance rock 1970, cosine similarity=0.14
dance rock 1980, cosine similarity=0.20

dance sit 1930, cosine similarity=0.26
dance sit 1940, cosine similarity=0.24
dance sit 1950, cosine similarity=0.26
dance sit 1960, cosine similarity=0.24
dance sit 1970, cosine similarity=0.28
dance sit 1980, cosine similarity=0.23

dance step 1930, cosine similarity=0.07
dance step 1940, cosine similarity=0.11
dance step 1950, cosine similarity=0.08
dance step 1960, cosine similarity=0.04
dance step 1970, cosine similarity=0.05
dance step 1980, cosine similarity=0.10

dancer ballet 1930, cosine similarity=0.39
dancer ballet 1940, cosine similarity=0.37
dancer ballet 1950, cosine similarity=0.33
dancer ballet 1960, cosine similarity=0.36
dancer ballet 1970, cosine similarity=0.37
dancer ballet 1980, cosine similarity=0.39

dancer singer 1930, cosine similarity=0.39
dancer singer 1940, cosine similarity=0.43
dancer singer 1950, cosine similarity=0.36
dancer singer 1960, cosine similarity=0.31
dancer singer 1970, cosine similarity=0.38
dancer singer 1980, cosine similarity=0.41

dancer music 1930, cosine similarity=0.16
dancer music 1940, cosine similarity=0.20
dancer music 1950, cosine similarity=0.18
dancer music 1960, cosine similarity=0.20
dancer music 1970, cosine similarity=0.17
dancer music 1980, cosine similarity=0.24

dancer nude 1930, cosine similarity=0.22
dancer nude 1940, cosine similarity=0.21
dancer nude 1950, cosine similarity=0.25
dancer nude 1960, cosine similarity=0.27
dancer nude 1970, cosine similarity=0.14
dancer nude 1980, cosine similarity=0.22

dancer stage 1930, cosine similarity=0.13
dancer stage 1940, cosine similarity=0.08
dancer stage 1950, cosine similarity=0.11
dancer stage 1960, cosine similarity=0.07
dancer stage 1970, cosine similarity=0.08
dancer stage 1980, cosine similarity=0.09

dancer legs 1930, cosine similarity=0.20
dancer legs 1940, cosine similarity=0.19
dancer legs 1950, cosine similarity=0.20
dancer legs 1960, cosine similarity=0.18
dancer legs 1970, cosine similarity=0.23
dancer legs 1980, cosine similarity=0.17

dancer club 1930, cosine similarity=0.20
dancer club 1940, cosine similarity=0.16
dancer club 1950, cosine similarity=0.12
dancer club 1960, cosine similarity=0.08
dancer club 1970, cosine similarity=0.14
dancer club 1980, cosine similarity=0.15

dancer exotic 1930, cosine similarity=0.05
dancer exotic 1940, cosine similarity=0.11
dancer exotic 1950, cosine similarity=-0.02
dancer exotic 1960, cosine similarity=0.09
dancer exotic 1970, cosine similarity=0.00
dancer exotic 1980, cosine similarity=0.07

dancer performer 1930, cosine similarity=0.32
dancer performer 1940, cosine similarity=0.38
dancer performer 1950, cosine similarity=0.28
dancer performer 1960, cosine similarity=0.31
dancer performer 1970, cosine similarity=0.28
dancer performer 1980, cosine similarity=0.32

dancer prancer 1930, cosine similarity=0.00
dancer prancer 1940, cosine similarity=0.00
dancer prancer 1950, cosine similarity=0.00
dancer prancer 1960, cosine similarity=0.00
dancer prancer 1970, cosine similarity=0.00
dancer prancer 1980, cosine similarity=0.00

dancer shoes 1930, cosine similarity=0.09
dancer shoes 1940, cosine similarity=0.13
dancer shoes 1950, cosine similarity=0.10
dancer shoes 1960, cosine similarity=0.16
dancer shoes 1970, cosine similarity=0.09
dancer shoes 1980, cosine similarity=0.15

dancer bar 1930, cosine similarity=0.10
dancer bar 1940, cosine similarity=0.07
dancer bar 1950, cosine similarity=0.03
dancer bar 1960, cosine similarity=0.12
dancer bar 1970, cosine similarity=-0.03
dancer bar 1980, cosine similarity=0.03

dancer entertainer 1930, cosine similarity=0.00
dancer entertainer 1940, cosine similarity=0.00
dancer entertainer 1950, cosine similarity=0.00
dancer entertainer 1960, cosine similarity=0.16
dancer entertainer 1970, cosine similarity=0.19
dancer entertainer 1980, cosine similarity=0.07

dancer graceful 1930, cosine similarity=0.35
dancer graceful 1940, cosine similarity=0.32
dancer graceful 1950, cosine similarity=0.27
dancer graceful 1960, cosine similarity=0.32
dancer graceful 1970, cosine similarity=0.29
dancer graceful 1980, cosine similarity=0.28

dancer jazz 1930, cosine similarity=0.13
dancer jazz 1940, cosine similarity=0.28
dancer jazz 1950, cosine similarity=0.19
dancer jazz 1960, cosine similarity=0.10
dancer jazz 1970, cosine similarity=0.16
dancer jazz 1980, cosine similarity=0.23

dancer belly 1930, cosine similarity=0.14
dancer belly 1940, cosine similarity=0.17
dancer belly 1950, cosine similarity=0.20
dancer belly 1960, cosine similarity=0.17
dancer belly 1970, cosine similarity=0.10
dancer belly 1980, cosine similarity=0.21

dancer dance 1930, cosine similarity=0.29
dancer dance 1940, cosine similarity=0.26
dancer dance 1950, cosine similarity=0.29
dancer dance 1960, cosine similarity=0.29
dancer dance 1970, cosine similarity=0.33
dancer dance 1980, cosine similarity=0.37

dancer fame 1930, cosine similarity=0.15
dancer fame 1940, cosine similarity=0.16
dancer fame 1950, cosine similarity=0.19
dancer fame 1960, cosine similarity=0.09
dancer fame 1970, cosine similarity=0.13
dancer fame 1980, cosine similarity=0.15

dancer me 1930, cosine similarity=0.05
dancer me 1940, cosine similarity=0.06
dancer me 1950, cosine similarity=0.04
dancer me 1960, cosine similarity=0.08
dancer me 1970, cosine similarity=0.11
dancer me 1980, cosine similarity=0.10

dancer pretty 1930, cosine similarity=0.24
dancer pretty 1940, cosine similarity=0.19
dancer pretty 1950, cosine similarity=0.23
dancer pretty 1960, cosine similarity=0.21
dancer pretty 1970, cosine similarity=0.27
dancer pretty 1980, cosine similarity=0.25

dancer show 1930, cosine similarity=-0.06
dancer show 1940, cosine similarity=0.00
dancer show 1950, cosine similarity=-0.01
dancer show 1960, cosine similarity=-0.01
dancer show 1970, cosine similarity=0.08
dancer show 1980, cosine similarity=0.06

dancer stripper 1930, cosine similarity=0.00
dancer stripper 1940, cosine similarity=0.00
dancer stripper 1950, cosine similarity=0.00
dancer stripper 1960, cosine similarity=0.00
dancer stripper 1970, cosine similarity=0.00
dancer stripper 1980, cosine similarity=0.00

dancer tiny 1930, cosine similarity=0.10
dancer tiny 1940, cosine similarity=-0.00
dancer tiny 1950, cosine similarity=0.13
dancer tiny 1960, cosine similarity=0.01
dancer tiny 1970, cosine similarity=0.08
dancer tiny 1980, cosine similarity=0.02

dandelion flower 1930, cosine similarity=0.00
dandelion flower 1940, cosine similarity=0.00
dandelion flower 1950, cosine similarity=0.00
dandelion flower 1960, cosine similarity=0.29
dandelion flower 1970, cosine similarity=0.30
dandelion flower 1980, cosine similarity=0.22

dandelion weed 1930, cosine similarity=0.00
dandelion weed 1940, cosine similarity=0.00
dandelion weed 1950, cosine similarity=0.00
dandelion weed 1960, cosine similarity=0.46
dandelion weed 1970, cosine similarity=0.39
dandelion weed 1980, cosine similarity=0.24

dandelion yellow 1930, cosine similarity=0.00
dandelion yellow 1940, cosine similarity=0.00
dandelion yellow 1950, cosine similarity=0.00
dandelion yellow 1960, cosine similarity=0.25
dandelion yellow 1970, cosine similarity=0.25
dandelion yellow 1980, cosine similarity=0.17

dandelion rose 1930, cosine similarity=0.00
dandelion rose 1940, cosine similarity=0.00
dandelion rose 1950, cosine similarity=0.00
dandelion rose 1960, cosine similarity=0.18
dandelion rose 1970, cosine similarity=0.19
dandelion rose 1980, cosine similarity=0.11

dandelion daisy 1930, cosine similarity=0.00
dandelion daisy 1940, cosine similarity=0.00
dandelion daisy 1950, cosine similarity=0.00
dandelion daisy 1960, cosine similarity=0.33
dandelion daisy 1970, cosine similarity=0.36
dandelion daisy 1980, cosine similarity=0.28

dandelion sunflower 1930, cosine similarity=0.00
dandelion sunflower 1940, cosine similarity=0.00
dandelion sunflower 1950, cosine similarity=0.00
dandelion sunflower 1960, cosine similarity=0.52
dandelion sunflower 1970, cosine similarity=0.47
dandelion sunflower 1980, cosine similarity=0.32

dandelion lion 1930, cosine similarity=0.00
dandelion lion 1940, cosine similarity=0.00
dandelion lion 1950, cosine similarity=0.00
dandelion lion 1960, cosine similarity=0.16
dandelion lion 1970, cosine similarity=0.14
dandelion lion 1980, cosine similarity=0.17

dandruff hair 1930, cosine similarity=0.00
dandruff hair 1940, cosine similarity=0.00
dandruff hair 1950, cosine similarity=0.00
dandruff hair 1960, cosine similarity=0.00
dandruff hair 1970, cosine similarity=0.00
dandruff hair 1980, cosine similarity=0.00

dandruff flakes 1930, cosine similarity=0.00
dandruff flakes 1940, cosine similarity=0.00
dandruff flakes 1950, cosine similarity=0.00
dandruff flakes 1960, cosine similarity=0.00
dandruff flakes 1970, cosine similarity=0.00
dandruff flakes 1980, cosine similarity=0.00

dandruff shampoo 1930, cosine similarity=0.00
dandruff shampoo 1940, cosine similarity=0.00
dandruff shampoo 1950, cosine similarity=0.00
dandruff shampoo 1960, cosine similarity=0.00
dandruff shampoo 1970, cosine similarity=0.00
dandruff shampoo 1980, cosine similarity=0.00

dandruff head & shoulders 1930, cosine similarity=0.00
dandruff head & shoulders 1940, cosine similarity=0.00
dandruff head & shoulders 1950, cosine similarity=0.00
dandruff head & shoulders 1960, cosine similarity=0.00
dandruff head & shoulders 1970, cosine similarity=0.00
dandruff head & shoulders 1980, cosine similarity=0.00

dandruff white 1930, cosine similarity=0.00
dandruff white 1940, cosine similarity=0.00
dandruff white 1950, cosine similarity=0.00
dandruff white 1960, cosine similarity=0.00
dandruff white 1970, cosine similarity=0.00
dandruff white 1980, cosine similarity=0.00

dandruff scalp 1930, cosine similarity=0.00
dandruff scalp 1940, cosine similarity=0.00
dandruff scalp 1950, cosine similarity=0.00
dandruff scalp 1960, cosine similarity=0.00
dandruff scalp 1970, cosine similarity=0.00
dandruff scalp 1980, cosine similarity=0.00

dandruff yuck 1930, cosine similarity=0.00
dandruff yuck 1940, cosine similarity=0.00
dandruff yuck 1950, cosine similarity=0.00
dandruff yuck 1960, cosine similarity=0.00
dandruff yuck 1970, cosine similarity=0.00
dandruff yuck 1980, cosine similarity=0.00

dandruff dirty 1930, cosine similarity=0.00
dandruff dirty 1940, cosine similarity=0.00
dandruff dirty 1950, cosine similarity=0.00
dandruff dirty 1960, cosine similarity=0.00
dandruff dirty 1970, cosine similarity=0.00
dandruff dirty 1980, cosine similarity=0.00

dandruff head 1930, cosine similarity=0.00
dandruff head 1940, cosine similarity=0.00
dandruff head 1950, cosine similarity=0.00
dandruff head 1960, cosine similarity=0.00
dandruff head 1970, cosine similarity=0.00
dandruff head 1980, cosine similarity=0.00

dandruff itch 1930, cosine similarity=0.00
dandruff itch 1940, cosine similarity=0.00
dandruff itch 1950, cosine similarity=0.00
dandruff itch 1960, cosine similarity=0.00
dandruff itch 1970, cosine similarity=0.00
dandruff itch 1980, cosine similarity=0.00

dandruff lice 1930, cosine similarity=0.00
dandruff lice 1940, cosine similarity=0.00
