a b 1930, cosine similarity=0.16
absence here 1930, cosine similarity=0.04
absence here 1940, cosine similarity=0.01
absence here 1950, cosine similarity=0.04
absence here 1960, cosine similarity=0.07
absence here 1970, cosine similarity=-0.00
absence here 1980, cosine similarity=0.04

absence school 1930, cosine similarity=-0.00
absence school 1940, cosine similarity=-0.04
absence school 1950, cosine similarity=0.01
absence school 1960, cosine similarity=0.01
absence school 1970, cosine similarity=0.01
absence school 1980, cosine similarity=-0.09

absence alone 1930, cosine similarity=0.13
absence alone 1940, cosine similarity=0.08
absence alone 1950, cosine similarity=0.11
absence alone 1960, cosine similarity=0.19
absence alone 1970, cosine similarity=0.13
absence alone 1980, cosine similarity=0.15

absence empty 1930, cosine similarity=0.05
absence empty 1940, cosine similarity=-0.00
absence empty 1950, cosine similarity=-0.03
absence empty 1960, cosine similarity=0.03
absence empty 1970, cosine similarity=0.06
absence empty 1980, cosine similarity=-0.04

absence excuse 1930, cosine similarity=0.17
absence excuse 1940, cosine similarity=0.22
absence excuse 1950, cosine similarity=0.17
absence excuse 1960, cosine similarity=0.21
absence excuse 1970, cosine similarity=0.19
absence excuse 1980, cosine similarity=0.14

absence illness 1930, cosine similarity=0.24
absence illness 1940, cosine similarity=0.28
absence illness 1950, cosine similarity=0.26
absence illness 1960, cosine similarity=0.23
absence illness 1970, cosine similarity=0.21
absence illness 1980, cosine similarity=0.22

absence kids 1930, cosine similarity=-0.08
absence kids 1940, cosine similarity=-0.12
absence kids 1950, cosine similarity=-0.11
absence kids 1960, cosine similarity=-0.05
absence kids 1970, cosine similarity=-0.10
absence kids 1980, cosine similarity=-0.08

absence mind 1930, cosine similarity=0.03
absence mind 1940, cosine similarity=0.07
absence mind 1950, cosine similarity=0.01
absence mind 1960, cosine similarity=0.00
absence mind 1970, cosine similarity=-0.03
absence mind 1980, cosine similarity=0.03

absence not 1930, cosine similarity=0.03
absence not 1940, cosine similarity=-0.02
absence not 1950, cosine similarity=0.09
absence not 1960, cosine similarity=0.08
absence not 1970, cosine similarity=0.16
absence not 1980, cosine similarity=0.09

absence void 1930, cosine similarity=0.18
absence void 1940, cosine similarity=0.13
absence void 1950, cosine similarity=0.17
absence void 1960, cosine similarity=0.09
absence void 1970, cosine similarity=0.17
absence void 1980, cosine similarity=0.16

absence withdrawal 1930, cosine similarity=0.17
absence withdrawal 1940, cosine similarity=0.15
absence withdrawal 1950, cosine similarity=0.18
absence withdrawal 1960, cosine similarity=0.21
absence withdrawal 1970, cosine similarity=0.17
absence withdrawal 1980, cosine similarity=0.24

absence without 1930, cosine similarity=0.30
absence without 1940, cosine similarity=0.26
absence without 1950, cosine similarity=0.23
absence without 1960, cosine similarity=0.24
absence without 1970, cosine similarity=0.27
absence without 1980, cosine similarity=0.21

absent present 1930, cosine similarity=0.25
absent present 1940, cosine similarity=0.23
absent present 1950, cosine similarity=0.27
absent present 1960, cosine similarity=0.30
absent present 1970, cosine similarity=0.28
absent present 1980, cosine similarity=0.29

absent gone 1930, cosine similarity=0.10
absent gone 1940, cosine similarity=0.18
absent gone 1950, cosine similarity=0.13
absent gone 1960, cosine similarity=0.07
absent gone 1970, cosine similarity=0.08
absent gone 1980, cosine similarity=0.11

absent minded 1930, cosine similarity=0.28
absent minded 1940, cosine similarity=0.29
absent minded 1950, cosine similarity=0.25
absent minded 1960, cosine similarity=0.28
absent minded 1970, cosine similarity=0.22
absent minded 1980, cosine similarity=0.28

absent missing 1930, cosine similarity=0.12
absent missing 1940, cosine similarity=0.12
absent missing 1950, cosine similarity=0.13
absent missing 1960, cosine similarity=0.14
absent missing 1970, cosine similarity=0.10
absent missing 1980, cosine similarity=0.18

absent here 1930, cosine similarity=0.07
absent here 1940, cosine similarity=0.15
absent here 1950, cosine similarity=0.09
absent here 1960, cosine similarity=0.10
absent here 1970, cosine similarity=0.04
absent here 1980, cosine similarity=0.09

absent sick 1930, cosine similarity=0.18
absent sick 1940, cosine similarity=0.17
absent sick 1950, cosine similarity=0.21
absent sick 1960, cosine similarity=0.21
absent sick 1970, cosine similarity=0.15
absent sick 1980, cosine similarity=0.13

absent not here 1930, cosine similarity=0.00
absent not here 1940, cosine similarity=0.00
absent not here 1950, cosine similarity=0.00
absent not here 1960, cosine similarity=0.00
absent not here 1970, cosine similarity=0.00
absent not here 1980, cosine similarity=0.00

absent school 1930, cosine similarity=0.07
absent school 1940, cosine similarity=0.10
absent school 1950, cosine similarity=0.11
absent school 1960, cosine similarity=0.09
absent school 1970, cosine similarity=0.19
absent school 1980, cosine similarity=0.10

absent tardy 1930, cosine similarity=0.08
absent tardy 1940, cosine similarity=0.04
absent tardy 1950, cosine similarity=0.13
absent tardy 1960, cosine similarity=0.07
absent tardy 1970, cosine similarity=0.04
absent tardy 1980, cosine similarity=0.08

absent away 1930, cosine similarity=0.06
absent away 1940, cosine similarity=0.08
absent away 1950, cosine similarity=0.09
absent away 1960, cosine similarity=0.10
absent away 1970, cosine similarity=0.07
absent away 1980, cosine similarity=0.11

absent lost 1930, cosine similarity=0.12
absent lost 1940, cosine similarity=0.07
absent lost 1950, cosine similarity=0.12
absent lost 1960, cosine similarity=0.08
absent lost 1970, cosine similarity=0.14
absent lost 1980, cosine similarity=0.08

absent there 1930, cosine similarity=0.04
absent there 1940, cosine similarity=0.04
absent there 1950, cosine similarity=0.08
absent there 1960, cosine similarity=0.10
absent there 1970, cosine similarity=0.11
absent there 1980, cosine similarity=0.14

abstract art 1930, cosine similarity=0.18
abstract art 1940, cosine similarity=0.26
abstract art 1950, cosine similarity=0.25
abstract art 1960, cosine similarity=0.26
abstract art 1970, cosine similarity=0.25
abstract art 1980, cosine similarity=0.22

abstract painting 1930, cosine similarity=0.12
abstract painting 1940, cosine similarity=0.12
abstract painting 1950, cosine similarity=0.16
abstract painting 1960, cosine similarity=0.20
abstract painting 1970, cosine similarity=0.21
abstract painting 1980, cosine similarity=0.22

abstract concrete 1930, cosine similarity=0.33
abstract concrete 1940, cosine similarity=0.36
abstract concrete 1950, cosine similarity=0.36
abstract concrete 1960, cosine similarity=0.39
abstract concrete 1970, cosine similarity=0.32
abstract concrete 1980, cosine similarity=0.26

abstract different 1930, cosine similarity=0.09
abstract different 1940, cosine similarity=0.11
abstract different 1950, cosine similarity=0.12
abstract different 1960, cosine similarity=0.05
abstract different 1970, cosine similarity=0.06
abstract different 1980, cosine similarity=0.04

abstract weird 1930, cosine similarity=0.04
abstract weird 1940, cosine similarity=-0.03
abstract weird 1950, cosine similarity=0.14
abstract weird 1960, cosine similarity=0.02
abstract weird 1970, cosine similarity=0.02
abstract weird 1980, cosine similarity=0.07

abstract unclear 1930, cosine similarity=0.00
abstract unclear 1940, cosine similarity=0.00
abstract unclear 1950, cosine similarity=-0.01
abstract unclear 1960, cosine similarity=0.15
abstract unclear 1970, cosine similarity=0.08
abstract unclear 1980, cosine similarity=0.11

abstract mind 1930, cosine similarity=0.18
abstract mind 1940, cosine similarity=0.12
abstract mind 1950, cosine similarity=0.17
abstract mind 1960, cosine similarity=0.15
abstract mind 1970, cosine similarity=0.10
abstract mind 1980, cosine similarity=0.09

abstract thought 1930, cosine similarity=0.10
abstract thought 1940, cosine similarity=0.03
abstract thought 1950, cosine similarity=0.10
abstract thought 1960, cosine similarity=0.10
abstract thought 1970, cosine similarity=0.10
abstract thought 1980, cosine similarity=0.13

abstract wild 1930, cosine similarity=-0.01
abstract wild 1940, cosine similarity=-0.04
abstract wild 1950, cosine similarity=-0.01
abstract wild 1960, cosine similarity=-0.01
abstract wild 1970, cosine similarity=-0.05
abstract wild 1980, cosine similarity=-0.08

abstract black 1930, cosine similarity=-0.05
abstract black 1940, cosine similarity=-0.02
abstract black 1950, cosine similarity=-0.06
abstract black 1960, cosine similarity=-0.07
abstract black 1970, cosine similarity=-0.06
abstract black 1980, cosine similarity=-0.09

abstract complex 1930, cosine similarity=0.21
abstract complex 1940, cosine similarity=0.20
abstract complex 1950, cosine similarity=0.23
abstract complex 1960, cosine similarity=0.20
abstract complex 1970, cosine similarity=0.10
abstract complex 1980, cosine similarity=0.14

abstract draw 1930, cosine similarity=0.08
abstract draw 1940, cosine similarity=0.02
abstract draw 1950, cosine similarity=0.01
abstract draw 1960, cosine similarity=0.10
abstract draw 1970, cosine similarity=0.02
abstract draw 1980, cosine similarity=0.06

abstract geometry 1930, cosine similarity=0.22
abstract geometry 1940, cosine similarity=0.22
abstract geometry 1950, cosine similarity=0.21
abstract geometry 1960, cosine similarity=0.21
abstract geometry 1970, cosine similarity=0.15
abstract geometry 1980, cosine similarity=0.16

abstract idea 1930, cosine similarity=0.29
abstract idea 1940, cosine similarity=0.24
abstract idea 1950, cosine similarity=0.31
abstract idea 1960, cosine similarity=0.25
abstract idea 1970, cosine similarity=0.18
abstract idea 1980, cosine similarity=0.12

abstract math 1930, cosine similarity=0.00
abstract math 1940, cosine similarity=0.08
abstract math 1950, cosine similarity=0.14
abstract math 1960, cosine similarity=0.14
abstract math 1970, cosine similarity=0.13
abstract math 1980, cosine similarity=0.14

abstract picasso 1930, cosine similarity=-0.05
abstract picasso 1940, cosine similarity=-0.08
abstract picasso 1950, cosine similarity=0.03
abstract picasso 1960, cosine similarity=0.07
abstract picasso 1970, cosine similarity=0.03
abstract picasso 1980, cosine similarity=0.08

abstract think 1930, cosine similarity=0.09
abstract think 1940, cosine similarity=0.05
abstract think 1950, cosine similarity=0.09
abstract think 1960, cosine similarity=0.05
abstract think 1970, cosine similarity=0.11
abstract think 1980, cosine similarity=0.09

abstract unreal 1930, cosine similarity=0.18
abstract unreal 1940, cosine similarity=0.19
abstract unreal 1950, cosine similarity=0.19
abstract unreal 1960, cosine similarity=0.24
abstract unreal 1970, cosine similarity=0.23
abstract unreal 1980, cosine similarity=0.14

absurd ridiculous 1930, cosine similarity=0.64
absurd ridiculous 1940, cosine similarity=0.66
absurd ridiculous 1950, cosine similarity=0.68
absurd ridiculous 1960, cosine similarity=0.69
absurd ridiculous 1970, cosine similarity=0.65
absurd ridiculous 1980, cosine similarity=0.66

absurd crazy 1930, cosine similarity=0.22
absurd crazy 1940, cosine similarity=0.26
absurd crazy 1950, cosine similarity=0.22
absurd crazy 1960, cosine similarity=0.26
absurd crazy 1970, cosine similarity=0.20
absurd crazy 1980, cosine similarity=0.31

absurd stupid 1930, cosine similarity=0.46
absurd stupid 1940, cosine similarity=0.43
absurd stupid 1950, cosine similarity=0.40
absurd stupid 1960, cosine similarity=0.38
absurd stupid 1970, cosine similarity=0.39
absurd stupid 1980, cosine similarity=0.46

absurd weird 1930, cosine similarity=0.16
absurd weird 1940, cosine similarity=0.16
absurd weird 1950, cosine similarity=0.13
absurd weird 1960, cosine similarity=0.14
absurd weird 1970, cosine similarity=0.19
absurd weird 1980, cosine similarity=0.29

absurd strange 1930, cosine similarity=0.33
absurd strange 1940, cosine similarity=0.35
absurd strange 1950, cosine similarity=0.34
absurd strange 1960, cosine similarity=0.36
absurd strange 1970, cosine similarity=0.25
absurd strange 1980, cosine similarity=0.28

absurd dumb 1930, cosine similarity=0.10
absurd dumb 1940, cosine similarity=0.12
absurd dumb 1950, cosine similarity=0.17
absurd dumb 1960, cosine similarity=0.16
absurd dumb 1970, cosine similarity=0.24
absurd dumb 1980, cosine similarity=0.30

absurd nonsense 1930, cosine similarity=0.39
absurd nonsense 1940, cosine similarity=0.42
absurd nonsense 1950, cosine similarity=0.39
absurd nonsense 1960, cosine similarity=0.36
absurd nonsense 1970, cosine similarity=0.32
absurd nonsense 1980, cosine similarity=0.34

absurd silly 1930, cosine similarity=0.47
absurd silly 1940, cosine similarity=0.51
absurd silly 1950, cosine similarity=0.49
absurd silly 1960, cosine similarity=0.46
absurd silly 1970, cosine similarity=0.48
absurd silly 1980, cosine similarity=0.46

absurd outrageous 1930, cosine similarity=0.25
absurd outrageous 1940, cosine similarity=0.29
absurd outrageous 1950, cosine similarity=0.25
absurd outrageous 1960, cosine similarity=0.24
absurd outrageous 1970, cosine similarity=0.29
absurd outrageous 1980, cosine similarity=0.29

absurd unbelievable 1930, cosine similarity=0.21
absurd unbelievable 1940, cosine similarity=0.21
absurd unbelievable 1950, cosine similarity=0.21
absurd unbelievable 1960, cosine similarity=0.15
absurd unbelievable 1970, cosine similarity=0.20
absurd unbelievable 1980, cosine similarity=0.20

absurd unheard of 1930, cosine similarity=0.00
absurd unheard of 1940, cosine similarity=0.00
absurd unheard of 1950, cosine similarity=0.00
absurd unheard of 1960, cosine similarity=0.00
absurd unheard of 1970, cosine similarity=0.00
absurd unheard of 1980, cosine similarity=0.00

absurd funny 1930, cosine similarity=0.32
absurd funny 1940, cosine similarity=0.33
absurd funny 1950, cosine similarity=0.34
absurd funny 1960, cosine similarity=0.31
absurd funny 1970, cosine similarity=0.29
absurd funny 1980, cosine similarity=0.30

absurd impossible 1930, cosine similarity=0.35
absurd impossible 1940, cosine similarity=0.39
absurd impossible 1950, cosine similarity=0.34
absurd impossible 1960, cosine similarity=0.39
absurd impossible 1970, cosine similarity=0.34
absurd impossible 1980, cosine similarity=0.36

absurd ludicrous 1930, cosine similarity=0.43
absurd ludicrous 1940, cosine similarity=0.38
