tab soda 1930, cosine similarity=0.00
tactful diplomatic 1930, cosine similarity=0.11
tactful diplomatic 1940, cosine similarity=0.10
tactful diplomatic 1950, cosine similarity=0.12
tactful diplomatic 1960, cosine similarity=0.00
tactful diplomatic 1970, cosine similarity=0.14
tactful diplomatic 1980, cosine similarity=0.12

tactful good 1930, cosine similarity=0.13
tactful good 1940, cosine similarity=0.13
tactful good 1950, cosine similarity=0.03
tactful good 1960, cosine similarity=0.11
tactful good 1970, cosine similarity=0.07
tactful good 1980, cosine similarity=0.11

tactful class 1930, cosine similarity=-0.05
tactful class 1940, cosine similarity=-0.15
tactful class 1950, cosine similarity=0.01
tactful class 1960, cosine similarity=0.00
tactful class 1970, cosine similarity=-0.12
tactful class 1980, cosine similarity=0.01

tactful grace 1930, cosine similarity=0.04
tactful grace 1940, cosine similarity=0.08
tactful grace 1950, cosine similarity=0.08
tactful grace 1960, cosine similarity=0.04
tactful grace 1970, cosine similarity=0.14
tactful grace 1980, cosine similarity=0.07

tactful precise 1930, cosine similarity=0.03
tactful precise 1940, cosine similarity=0.03
tactful precise 1950, cosine similarity=0.04
tactful precise 1960, cosine similarity=0.10
tactful precise 1970, cosine similarity=-0.01
tactful precise 1980, cosine similarity=0.05

tactful tasteless 1930, cosine similarity=0.06
tactful tasteless 1940, cosine similarity=0.08
tactful tasteless 1950, cosine similarity=0.17
tactful tasteless 1960, cosine similarity=0.22
tactful tasteless 1970, cosine similarity=0.08
tactful tasteless 1980, cosine similarity=0.05

tag grab 1930, cosine similarity=0.22
tag grab 1940, cosine similarity=0.17
tag grab 1950, cosine similarity=0.22
tag grab 1960, cosine similarity=0.16
tag grab 1970, cosine similarity=0.27
tag grab 1980, cosine similarity=0.27

tag price 1930, cosine similarity=-0.02
tag price 1940, cosine similarity=0.10
tag price 1950, cosine similarity=0.17
tag price 1960, cosine similarity=0.16
tag price 1970, cosine similarity=0.19
tag price 1980, cosine similarity=0.23

tag clothes 1930, cosine similarity=0.05
tag clothes 1940, cosine similarity=0.02
tag clothes 1950, cosine similarity=0.01
tag clothes 1960, cosine similarity=0.10
tag clothes 1970, cosine similarity=0.10
tag clothes 1980, cosine similarity=0.07

tag hit 1930, cosine similarity=0.09
tag hit 1940, cosine similarity=0.12
tag hit 1950, cosine similarity=0.20
tag hit 1960, cosine similarity=0.15
tag hit 1970, cosine similarity=0.22
tag hit 1980, cosine similarity=0.07

tag touch 1930, cosine similarity=0.02
tag touch 1940, cosine similarity=0.08
tag touch 1950, cosine similarity=0.09
tag touch 1960, cosine similarity=0.04
tag touch 1970, cosine similarity=0.14
tag touch 1980, cosine similarity=0.01

tag team 1930, cosine similarity=0.18
tag team 1940, cosine similarity=0.19
tag team 1950, cosine similarity=0.17
tag team 1960, cosine similarity=0.15
tag team 1970, cosine similarity=0.13
tag team 1980, cosine similarity=0.14

tag car 1930, cosine similarity=0.03
tag car 1940, cosine similarity=0.08
tag car 1950, cosine similarity=0.04
tag car 1960, cosine similarity=0.03
tag car 1970, cosine similarity=0.15
tag car 1980, cosine similarity=0.09

tag label 1930, cosine similarity=0.25
tag label 1940, cosine similarity=0.30
tag label 1950, cosine similarity=0.31
tag label 1960, cosine similarity=0.24
tag label 1970, cosine similarity=0.24
tag label 1980, cosine similarity=0.22

tag license 1930, cosine similarity=0.10
tag license 1940, cosine similarity=0.09
tag license 1950, cosine similarity=0.07
tag license 1960, cosine similarity=-0.05
tag license 1970, cosine similarity=-0.02
tag license 1980, cosine similarity=0.03

tag dug 1930, cosine similarity=0.00
tag dug 1940, cosine similarity=0.05
tag dug 1950, cosine similarity=0.08
tag dug 1960, cosine similarity=0.11
tag dug 1970, cosine similarity=-0.00
tag dug 1980, cosine similarity=-0.01

tag football 1930, cosine similarity=0.20
tag football 1940, cosine similarity=0.17
tag football 1950, cosine similarity=0.19
tag football 1960, cosine similarity=0.06
tag football 1970, cosine similarity=0.19
tag football 1980, cosine similarity=0.22

tag it 1930, cosine similarity=0.02
tag it 1940, cosine similarity=0.03
tag it 1950, cosine similarity=-0.02
tag it 1960, cosine similarity=0.06
tag it 1970, cosine similarity=-0.01
tag it 1980, cosine similarity=0.00

tag sticker 1930, cosine similarity=0.00
tag sticker 1940, cosine similarity=0.00
tag sticker 1950, cosine similarity=0.00
tag sticker 1960, cosine similarity=0.00
tag sticker 1970, cosine similarity=0.32
tag sticker 1980, cosine similarity=0.21

tag dog 1930, cosine similarity=0.13
tag dog 1940, cosine similarity=0.16
tag dog 1950, cosine similarity=0.18
tag dog 1960, cosine similarity=0.13
tag dog 1970, cosine similarity=0.17
tag dog 1980, cosine similarity=0.22

tag play 1930, cosine similarity=0.12
tag play 1940, cosine similarity=0.17
tag play 1950, cosine similarity=0.22
tag play 1960, cosine similarity=0.15
tag play 1970, cosine similarity=0.18
tag play 1980, cosine similarity=0.13

tag catch 1930, cosine similarity=0.09
tag catch 1940, cosine similarity=0.19
tag catch 1950, cosine similarity=0.11
tag catch 1960, cosine similarity=0.12
tag catch 1970, cosine similarity=0.16
tag catch 1980, cosine similarity=0.12

tag fag 1930, cosine similarity=0.00
tag fag 1940, cosine similarity=0.00
tag fag 1950, cosine similarity=0.00
tag fag 1960, cosine similarity=0.24
tag fag 1970, cosine similarity=0.25
tag fag 1980, cosine similarity=0.11

tag freeze 1930, cosine similarity=0.10
tag freeze 1940, cosine similarity=0.15
tag freeze 1950, cosine similarity=0.11
tag freeze 1960, cosine similarity=0.12
tag freeze 1970, cosine similarity=0.03
tag freeze 1980, cosine similarity=0.11

tag hang 1930, cosine similarity=0.15
tag hang 1940, cosine similarity=0.10
tag hang 1950, cosine similarity=0.13
tag hang 1960, cosine similarity=0.13
tag hang 1970, cosine similarity=0.21
tag hang 1980, cosine similarity=0.18

tag sale 1930, cosine similarity=0.02
tag sale 1940, cosine similarity=0.05
tag sale 1950, cosine similarity=0.05
tag sale 1960, cosine similarity=-0.05
tag sale 1970, cosine similarity=0.02
tag sale 1980, cosine similarity=0.07

tag ticket 1930, cosine similarity=0.19
tag ticket 1940, cosine similarity=0.20
tag ticket 1950, cosine similarity=0.16
tag ticket 1960, cosine similarity=0.16
tag ticket 1970, cosine similarity=0.20
tag ticket 1980, cosine similarity=0.12

tail dog 1930, cosine similarity=0.38
tail dog 1940, cosine similarity=0.38
tail dog 1950, cosine similarity=0.38
tail dog 1960, cosine similarity=0.38
tail dog 1970, cosine similarity=0.40
tail dog 1980, cosine similarity=0.37

tail end 1930, cosine similarity=0.24
tail end 1940, cosine similarity=0.14
tail end 1950, cosine similarity=0.25
tail end 1960, cosine similarity=0.19
tail end 1970, cosine similarity=0.25
tail end 1980, cosine similarity=0.25

tail cat 1930, cosine similarity=0.31
tail cat 1940, cosine similarity=0.32
tail cat 1950, cosine similarity=0.34
tail cat 1960, cosine similarity=0.25
tail cat 1970, cosine similarity=0.32
tail cat 1980, cosine similarity=0.34

tail head 1930, cosine similarity=0.39
tail head 1940, cosine similarity=0.39
tail head 1950, cosine similarity=0.39
tail head 1960, cosine similarity=0.38
tail head 1970, cosine similarity=0.36
tail head 1980, cosine similarity=0.38

tail wag 1930, cosine similarity=0.33
tail wag 1940, cosine similarity=0.29
tail wag 1950, cosine similarity=0.31
tail wag 1960, cosine similarity=0.32
tail wag 1970, cosine similarity=0.26
tail wag 1980, cosine similarity=0.32

tail animal 1930, cosine similarity=0.23
tail animal 1940, cosine similarity=0.22
tail animal 1950, cosine similarity=0.28
tail animal 1960, cosine similarity=0.25
tail animal 1970, cosine similarity=0.31
tail animal 1980, cosine similarity=0.24

tail coat 1930, cosine similarity=0.31
tail coat 1940, cosine similarity=0.31
tail coat 1950, cosine similarity=0.32
tail coat 1960, cosine similarity=0.29
tail coat 1970, cosine similarity=0.29
tail coat 1980, cosine similarity=0.29

tail tuxedo 1930, cosine similarity=0.00
tail tuxedo 1940, cosine similarity=0.00
tail tuxedo 1950, cosine similarity=0.00
tail tuxedo 1960, cosine similarity=0.00
tail tuxedo 1970, cosine similarity=0.00
tail tuxedo 1980, cosine similarity=0.15

tail butt 1930, cosine similarity=0.17
tail butt 1940, cosine similarity=0.18
tail butt 1950, cosine similarity=0.22
tail butt 1960, cosine similarity=0.20
tail butt 1970, cosine similarity=0.16
tail butt 1980, cosine similarity=0.15

tail rat 1930, cosine similarity=0.26
tail rat 1940, cosine similarity=0.33
tail rat 1950, cosine similarity=0.30
tail rat 1960, cosine similarity=0.28
tail rat 1970, cosine similarity=0.29
tail rat 1980, cosine similarity=0.27

tail bone 1930, cosine similarity=0.26
tail bone 1940, cosine similarity=0.25
tail bone 1950, cosine similarity=0.23
tail bone 1960, cosine similarity=0.20
tail bone 1970, cosine similarity=0.23
tail bone 1980, cosine similarity=0.20

tail bunny 1930, cosine similarity=0.00
tail bunny 1940, cosine similarity=0.00
tail bunny 1950, cosine similarity=0.00
tail bunny 1960, cosine similarity=0.00
tail bunny 1970, cosine similarity=0.17
tail bunny 1980, cosine similarity=0.17

tail donkey 1930, cosine similarity=0.30
tail donkey 1940, cosine similarity=0.35
tail donkey 1950, cosine similarity=0.38
tail donkey 1960, cosine similarity=0.35
tail donkey 1970, cosine similarity=0.37
tail donkey 1980, cosine similarity=0.33

tail gate 1930, cosine similarity=0.19
tail gate 1940, cosine similarity=0.10
tail gate 1950, cosine similarity=0.12
tail gate 1960, cosine similarity=0.07
tail gate 1970, cosine similarity=0.11
tail gate 1980, cosine similarity=0.15

tail long 1930, cosine similarity=0.15
tail long 1940, cosine similarity=0.18
tail long 1950, cosine similarity=0.21
tail long 1960, cosine similarity=0.08
tail long 1970, cosine similarity=0.19
tail long 1980, cosine similarity=0.21

tail mouse 1930, cosine similarity=0.30
tail mouse 1940, cosine similarity=0.29
tail mouse 1950, cosine similarity=0.27
tail mouse 1960, cosine similarity=0.27
tail mouse 1970, cosine similarity=0.31
tail mouse 1980, cosine similarity=0.27

tail rear 1930, cosine similarity=0.22
tail rear 1940, cosine similarity=0.15
tail rear 1950, cosine similarity=0.21
tail rear 1960, cosine similarity=0.13
tail rear 1970, cosine similarity=0.17
tail rear 1980, cosine similarity=0.19

take give 1930, cosine similarity=0.38
take give 1940, cosine similarity=0.41
take give 1950, cosine similarity=0.36
take give 1960, cosine similarity=0.38
take give 1970, cosine similarity=0.44
take give 1980, cosine similarity=0.45

take steal 1930, cosine similarity=0.15
take steal 1940, cosine similarity=0.24
take steal 1950, cosine similarity=0.20
take steal 1960, cosine similarity=0.16
take steal 1970, cosine similarity=0.19
take steal 1980, cosine similarity=0.21

take receive 1930, cosine similarity=0.17
take receive 1940, cosine similarity=0.19
take receive 1950, cosine similarity=0.21
take receive 1960, cosine similarity=0.18
take receive 1970, cosine similarity=0.20
take receive 1980, cosine similarity=0.15

take get 1930, cosine similarity=0.29
take get 1940, cosine similarity=0.34
take get 1950, cosine similarity=0.32
take get 1960, cosine similarity=0.35
take get 1970, cosine similarity=0.38
take get 1980, cosine similarity=0.38

take away 1930, cosine similarity=0.18
take away 1940, cosine similarity=0.25
take away 1950, cosine similarity=0.27
take away 1960, cosine similarity=0.27
take away 1970, cosine similarity=0.27
take away 1980, cosine similarity=0.26

take grab 1930, cosine similarity=0.17
take grab 1940, cosine similarity=0.18
take grab 1950, cosine similarity=0.17
take grab 1960, cosine similarity=0.16
take grab 1970, cosine similarity=0.18
take grab 1980, cosine similarity=0.21

take have 1930, cosine similarity=0.12
take have 1940, cosine similarity=0.10
take have 1950, cosine similarity=0.11
take have 1960, cosine similarity=0.15
take have 1970, cosine similarity=0.22
take have 1980, cosine similarity=0.20

take home 1930, cosine similarity=0.16
take home 1940, cosine similarity=0.20
take home 1950, cosine similarity=0.25
take home 1960, cosine similarity=0.19
take home 1970, cosine similarity=0.23
take home 1980, cosine similarity=0.21

take obtain 1930, cosine similarity=0.15
take obtain 1940, cosine similarity=0.16
take obtain 1950, cosine similarity=0.16
take obtain 1960, cosine similarity=0.20
take obtain 1970, cosine similarity=0.13
take obtain 1980, cosine similarity=0.21

take leave 1930, cosine similarity=0.40
take leave 1940, cosine similarity=0.38
take leave 1950, cosine similarity=0.37
take leave 1960, cosine similarity=0.41
take leave 1970, cosine similarity=0.40
take leave 1980, cosine similarity=0.40

take selfish 1930, cosine similarity=-0.04
take selfish 1940, cosine similarity=-0.02
take selfish 1950, cosine similarity=0.06
take selfish 1960, cosine similarity=-0.02
take selfish 1970, cosine similarity=0.03
take selfish 1980, cosine similarity=0.04

tale story 1930, cosine similarity=0.55
tale story 1940, cosine similarity=0.53
tale story 1950, cosine similarity=0.54
tale story 1960, cosine similarity=0.55
tale story 1970, cosine similarity=0.54
tale story 1980, cosine similarity=0.57

tale fairy 1930, cosine similarity=0.42
tale fairy 1940, cosine similarity=0.48
tale fairy 1950, cosine similarity=0.48
tale fairy 1960, cosine similarity=0.50
tale fairy 1970, cosine similarity=0.54
tale fairy 1980, cosine similarity=0.51

tale tall 1930, cosine similarity=0.03
tale tall 1940, cosine similarity=0.11
tale tall 1950, cosine similarity=0.15
tale tall 1960, cosine similarity=0.18
tale tall 1970, cosine similarity=0.14
tale tall 1980, cosine similarity=0.16

tale speak 1930, cosine similarity=0.05
tale speak 1940, cosine similarity=0.04
tale speak 1950, cosine similarity=0.14
tale speak 1960, cosine similarity=0.07
tale speak 1970, cosine similarity=0.02
tale speak 1980, cosine similarity=0.09

tale lie 1930, cosine similarity=0.08
tale lie 1940, cosine similarity=0.18
tale lie 1950, cosine similarity=0.10
tale lie 1960, cosine similarity=0.14
tale lie 1970, cosine similarity=0.09
tale lie 1980, cosine similarity=0.11

tale book 1930, cosine similarity=0.16
tale book 1940, cosine similarity=0.16
tale book 1950, cosine similarity=0.13
tale book 1960, cosine similarity=0.19
tale book 1970, cosine similarity=0.16
tale book 1980, cosine similarity=0.14

tale tail 1930, cosine similarity=0.06
tale tail 1940, cosine similarity=0.01
tale tail 1950, cosine similarity=0.07
tale tail 1960, cosine similarity=0.06
tale tail 1970, cosine similarity=0.12
tale tail 1980, cosine similarity=0.05

tale tell 1930, cosine similarity=0.33
tale tell 1940, cosine similarity=0.33
tale tell 1950, cosine similarity=0.36
tale tell 1960, cosine similarity=0.36
tale tell 1970, cosine similarity=0.32
tale tell 1980, cosine similarity=0.32

tale dog 1930, cosine similarity=0.08
tale dog 1940, cosine similarity=0.15
tale dog 1950, cosine similarity=0.16
tale dog 1960, cosine similarity=0.14
tale dog 1970, cosine similarity=0.19
tale dog 1980, cosine similarity=0.17

tale end 1930, cosine similarity=0.05
tale end 1940, cosine similarity=0.06
tale end 1950, cosine similarity=0.00
tale end 1960, cosine similarity=0.12
tale end 1970, cosine similarity=0.14
tale end 1980, cosine similarity=0.09

tale fable 1930, cosine similarity=0.33
tale fable 1940, cosine similarity=0.37
tale fable 1950, cosine similarity=0.37
tale fable 1960, cosine similarity=0.39
tale fable 1970, cosine similarity=0.38
tale fable 1980, cosine similarity=0.41

tale front 1930, cosine similarity=-0.11
tale front 1940, cosine similarity=-0.11
tale front 1950, cosine similarity=-0.04
tale front 1960, cosine similarity=-0.05
