gag choke 1930, cosine similarity=0.18
gander gaze 1980, cosine similarity=0.02

gander wander 1930, cosine similarity=0.00
gander wander 1940, cosine similarity=0.00
gander wander 1950, cosine similarity=0.12
gander wander 1960, cosine similarity=0.11
gander wander 1970, cosine similarity=0.11
gander wander 1980, cosine similarity=0.13

gander bird 1930, cosine similarity=0.00
gander bird 1940, cosine similarity=0.00
gander bird 1950, cosine similarity=0.24
gander bird 1960, cosine similarity=0.19
gander bird 1970, cosine similarity=0.35
gander bird 1980, cosine similarity=0.23

gander think 1930, cosine similarity=0.00
gander think 1940, cosine similarity=0.00
gander think 1950, cosine similarity=-0.02
gander think 1960, cosine similarity=-0.05
gander think 1970, cosine similarity=-0.01
gander think 1980, cosine similarity=0.02

gander walk 1930, cosine similarity=0.00
gander walk 1940, cosine similarity=0.00
gander walk 1950, cosine similarity=0.15
gander walk 1960, cosine similarity=0.06
gander walk 1970, cosine similarity=0.13
gander walk 1980, cosine similarity=0.14

gander wonder 1930, cosine similarity=0.00
gander wonder 1940, cosine similarity=0.00
gander wonder 1950, cosine similarity=0.00
gander wonder 1960, cosine similarity=0.10
gander wonder 1970, cosine similarity=-0.01
gander wonder 1980, cosine similarity=0.01

gang group 1930, cosine similarity=0.25
gang group 1940, cosine similarity=0.25
gang group 1950, cosine similarity=0.31
gang group 1960, cosine similarity=0.19
gang group 1970, cosine similarity=0.26
gang group 1980, cosine similarity=0.20

gang violent 1930, cosine similarity=0.08
gang violent 1940, cosine similarity=0.07
gang violent 1950, cosine similarity=0.09
gang violent 1960, cosine similarity=0.14
gang violent 1970, cosine similarity=0.22
gang violent 1980, cosine similarity=0.21

gang fight 1930, cosine similarity=0.10
gang fight 1940, cosine similarity=0.14
gang fight 1950, cosine similarity=0.23
gang fight 1960, cosine similarity=0.17
gang fight 1970, cosine similarity=0.15
gang fight 1980, cosine similarity=0.18

gang war 1930, cosine similarity=-0.02
gang war 1940, cosine similarity=-0.07
gang war 1950, cosine similarity=-0.02
gang war 1960, cosine similarity=0.02
gang war 1970, cosine similarity=-0.04
gang war 1980, cosine similarity=0.05

gang rape 1930, cosine similarity=0.11
gang rape 1940, cosine similarity=0.17
gang rape 1950, cosine similarity=0.10
gang rape 1960, cosine similarity=0.17
gang rape 1970, cosine similarity=0.18
gang rape 1980, cosine similarity=0.21

gang bang 1930, cosine similarity=0.11
gang bang 1940, cosine similarity=0.15
gang bang 1950, cosine similarity=0.11
gang bang 1960, cosine similarity=0.15
gang bang 1970, cosine similarity=0.19
gang bang 1980, cosine similarity=0.08

gang friend 1930, cosine similarity=0.13
gang friend 1940, cosine similarity=0.14
gang friend 1950, cosine similarity=0.18
gang friend 1960, cosine similarity=0.09
gang friend 1970, cosine similarity=0.13
gang friend 1980, cosine similarity=0.09

gang gun 1930, cosine similarity=0.19
gang gun 1940, cosine similarity=0.14
gang gun 1950, cosine similarity=0.15
gang gun 1960, cosine similarity=0.17
gang gun 1970, cosine similarity=0.19
gang gun 1980, cosine similarity=0.16

gang people 1930, cosine similarity=0.12
gang people 1940, cosine similarity=-0.00
gang people 1950, cosine similarity=0.17
gang people 1960, cosine similarity=0.13
gang people 1970, cosine similarity=0.10
gang people 1980, cosine similarity=0.15

gang los angeles 1930, cosine similarity=0.00
gang los angeles 1940, cosine similarity=0.00
gang los angeles 1950, cosine similarity=0.00
gang los angeles 1960, cosine similarity=0.00
gang los angeles 1970, cosine similarity=0.00
gang los angeles 1980, cosine similarity=0.00

gang member 1930, cosine similarity=0.26
gang member 1940, cosine similarity=0.17
gang member 1950, cosine similarity=0.22
gang member 1960, cosine similarity=0.19
gang member 1970, cosine similarity=0.22
gang member 1980, cosine similarity=0.19

gang street 1930, cosine similarity=0.19
gang street 1940, cosine similarity=0.14
gang street 1950, cosine similarity=0.16
gang street 1960, cosine similarity=0.14
gang street 1970, cosine similarity=0.16
gang street 1980, cosine similarity=0.15

gang chain 1930, cosine similarity=0.23
gang chain 1940, cosine similarity=0.26
gang chain 1950, cosine similarity=0.25
gang chain 1960, cosine similarity=0.23
gang chain 1970, cosine similarity=0.19
gang chain 1980, cosine similarity=0.20

gang guys 1930, cosine similarity=0.20
gang guys 1940, cosine similarity=0.26
gang guys 1950, cosine similarity=0.28
gang guys 1960, cosine similarity=0.22
gang guys 1970, cosine similarity=0.23
gang guys 1980, cosine similarity=0.32

gang knife 1930, cosine similarity=0.09
gang knife 1940, cosine similarity=0.03
gang knife 1950, cosine similarity=0.06
gang knife 1960, cosine similarity=0.06
gang knife 1970, cosine similarity=0.03
gang knife 1980, cosine similarity=0.04

gang mob 1930, cosine similarity=0.30
gang mob 1940, cosine similarity=0.34
gang mob 1950, cosine similarity=0.34
gang mob 1960, cosine similarity=0.31
gang mob 1970, cosine similarity=0.30
gang mob 1980, cosine similarity=0.36

gang stupid 1930, cosine similarity=0.17
gang stupid 1940, cosine similarity=0.17
gang stupid 1950, cosine similarity=0.14
gang stupid 1960, cosine similarity=0.13
gang stupid 1970, cosine similarity=0.12
gang stupid 1980, cosine similarity=0.20

gang trouble 1930, cosine similarity=-0.01
gang trouble 1940, cosine similarity=0.02
gang trouble 1950, cosine similarity=0.02
gang trouble 1960, cosine similarity=0.03
gang trouble 1970, cosine similarity=-0.02
gang trouble 1980, cosine similarity=0.03

gangster mob 1930, cosine similarity=0.00
gangster mob 1940, cosine similarity=0.00
gangster mob 1950, cosine similarity=0.00
gangster mob 1960, cosine similarity=0.10
gangster mob 1970, cosine similarity=0.10
gangster mob 1980, cosine similarity=0.14

gangster gun 1930, cosine similarity=0.00
gangster gun 1940, cosine similarity=0.00
gangster gun 1950, cosine similarity=0.00
gangster gun 1960, cosine similarity=-0.03
gangster gun 1970, cosine similarity=0.03
gangster gun 1980, cosine similarity=-0.03

gangster capone 1930, cosine similarity=0.00
gangster capone 1940, cosine similarity=0.00
gangster capone 1950, cosine similarity=0.00
gangster capone 1960, cosine similarity=0.00
gangster capone 1970, cosine similarity=0.32
gangster capone 1980, cosine similarity=0.33

gangster hood 1930, cosine similarity=0.00
gangster hood 1940, cosine similarity=0.00
gangster hood 1950, cosine similarity=0.00
gangster hood 1960, cosine similarity=0.17
gangster hood 1970, cosine similarity=0.02
gangster hood 1980, cosine similarity=0.11

gangster mafia 1930, cosine similarity=0.00
gangster mafia 1940, cosine similarity=0.00
gangster mafia 1950, cosine similarity=0.00
gangster mafia 1960, cosine similarity=0.20
gangster mafia 1970, cosine similarity=0.14
gangster mafia 1980, cosine similarity=0.23

gangster bad 1930, cosine similarity=0.00
gangster bad 1940, cosine similarity=0.00
gangster bad 1950, cosine similarity=0.00
gangster bad 1960, cosine similarity=0.07
gangster bad 1970, cosine similarity=0.05
gangster bad 1980, cosine similarity=-0.00

gangster movie 1930, cosine similarity=0.00
gangster movie 1940, cosine similarity=0.00
gangster movie 1950, cosine similarity=0.00
gangster movie 1960, cosine similarity=0.42
gangster movie 1970, cosine similarity=0.22
gangster movie 1980, cosine similarity=0.26

gangster violence 1930, cosine similarity=0.00
gangster violence 1940, cosine similarity=0.00
gangster violence 1950, cosine similarity=0.00
gangster violence 1960, cosine similarity=0.09
gangster violence 1970, cosine similarity=0.08
gangster violence 1980, cosine similarity=0.17

gangster criminal 1930, cosine similarity=0.00
gangster criminal 1940, cosine similarity=0.00
gangster criminal 1950, cosine similarity=0.00
gangster criminal 1960, cosine similarity=0.07
gangster criminal 1970, cosine similarity=0.04
gangster criminal 1980, cosine similarity=-0.09

gangster danger 1930, cosine similarity=0.00
gangster danger 1940, cosine similarity=0.00
gangster danger 1950, cosine similarity=0.00
gangster danger 1960, cosine similarity=0.05
gangster danger 1970, cosine similarity=-0.02
gangster danger 1980, cosine similarity=0.02

gangster gang 1930, cosine similarity=0.00
gangster gang 1940, cosine similarity=0.00
gangster gang 1950, cosine similarity=0.00
gangster gang 1960, cosine similarity=0.13
gangster gang 1970, cosine similarity=-0.01
gangster gang 1980, cosine similarity=0.17

gangster italian 1930, cosine similarity=0.00
gangster italian 1940, cosine similarity=0.00
gangster italian 1950, cosine similarity=0.00
gangster italian 1960, cosine similarity=0.23
gangster italian 1970, cosine similarity=0.08
gangster italian 1980, cosine similarity=0.20

garage car 1930, cosine similarity=0.51
garage car 1940, cosine similarity=0.48
garage car 1950, cosine similarity=0.51
garage car 1960, cosine similarity=0.56
garage car 1970, cosine similarity=0.49
garage car 1980, cosine similarity=0.56

garage door 1930, cosine similarity=0.43
garage door 1940, cosine similarity=0.41
garage door 1950, cosine similarity=0.43
garage door 1960, cosine similarity=0.42
garage door 1970, cosine similarity=0.46
garage door 1980, cosine similarity=0.45

garage house 1930, cosine similarity=0.29
garage house 1940, cosine similarity=0.38
garage house 1950, cosine similarity=0.37
garage house 1960, cosine similarity=0.34
garage house 1970, cosine similarity=0.32
garage house 1980, cosine similarity=0.38

garage sale 1930, cosine similarity=0.12
garage sale 1940, cosine similarity=0.08
garage sale 1950, cosine similarity=0.13
garage sale 1960, cosine similarity=0.14
garage sale 1970, cosine similarity=0.17
garage sale 1980, cosine similarity=0.22

garage storage 1930, cosine similarity=0.20
garage storage 1940, cosine similarity=0.23
garage storage 1950, cosine similarity=0.19
garage storage 1960, cosine similarity=0.26
garage storage 1970, cosine similarity=0.19
garage storage 1980, cosine similarity=0.21

garage dirty 1930, cosine similarity=0.17
garage dirty 1940, cosine similarity=0.14
garage dirty 1950, cosine similarity=0.16
garage dirty 1960, cosine similarity=0.19
garage dirty 1970, cosine similarity=0.16
garage dirty 1980, cosine similarity=0.14

garage opener 1930, cosine similarity=0.05
garage opener 1940, cosine similarity=0.08
garage opener 1950, cosine similarity=0.16
garage opener 1960, cosine similarity=0.21
garage opener 1970, cosine similarity=0.20
garage opener 1980, cosine similarity=0.30

garage carport 1930, cosine similarity=0.00
garage carport 1940, cosine similarity=0.00
garage carport 1950, cosine similarity=0.00
garage carport 1960, cosine similarity=0.00
garage carport 1970, cosine similarity=0.00
garage carport 1980, cosine similarity=0.00

garage man 1930, cosine similarity=0.10
garage man 1940, cosine similarity=0.08
garage man 1950, cosine similarity=0.11
garage man 1960, cosine similarity=0.07
garage man 1970, cosine similarity=0.05
garage man 1980, cosine similarity=0.07

garage empty 1930, cosine similarity=0.19
garage empty 1940, cosine similarity=0.21
garage empty 1950, cosine similarity=0.20
garage empty 1960, cosine similarity=0.19
garage empty 1970, cosine similarity=0.24
garage empty 1980, cosine similarity=0.20

garage smell 1930, cosine similarity=0.09
garage smell 1940, cosine similarity=0.09
garage smell 1950, cosine similarity=0.09
garage smell 1960, cosine similarity=0.02
garage smell 1970, cosine similarity=0.15
garage smell 1980, cosine similarity=0.04

garage stink 1930, cosine similarity=-0.06
garage stink 1940, cosine similarity=0.01
garage stink 1950, cosine similarity=0.02
garage stink 1960, cosine similarity=0.05
garage stink 1970, cosine similarity=0.11
garage stink 1980, cosine similarity=0.04

garbage trash 1930, cosine similarity=0.30
garbage trash 1940, cosine similarity=0.37
garbage trash 1950, cosine similarity=0.38
garbage trash 1960, cosine similarity=0.35
garbage trash 1970, cosine similarity=0.51
garbage trash 1980, cosine similarity=0.47

garbage can 1930, cosine similarity=-0.01
garbage can 1940, cosine similarity=-0.02
garbage can 1950, cosine similarity=0.03
garbage can 1960, cosine similarity=0.01
garbage can 1970, cosine similarity=0.05
garbage can 1980, cosine similarity=0.11

garbage bag 1930, cosine similarity=0.16
garbage bag 1940, cosine similarity=0.25
garbage bag 1950, cosine similarity=0.20
garbage bag 1960, cosine similarity=0.23
garbage bag 1970, cosine similarity=0.27
garbage bag 1980, cosine similarity=0.32

garbage truck 1930, cosine similarity=0.19
garbage truck 1940, cosine similarity=0.26
garbage truck 1950, cosine similarity=0.32
garbage truck 1960, cosine similarity=0.25
garbage truck 1970, cosine similarity=0.30
garbage truck 1980, cosine similarity=0.29

garbage smell 1930, cosine similarity=0.20
garbage smell 1940, cosine similarity=0.11
garbage smell 1950, cosine similarity=0.19
garbage smell 1960, cosine similarity=0.15
garbage smell 1970, cosine similarity=0.16
garbage smell 1980, cosine similarity=0.14

garbage dirty 1930, cosine similarity=0.16
garbage dirty 1940, cosine similarity=0.25
garbage dirty 1950, cosine similarity=0.21
garbage dirty 1960, cosine similarity=0.23
garbage dirty 1970, cosine similarity=0.21
garbage dirty 1980, cosine similarity=0.31

garbage junk 1930, cosine similarity=0.21
garbage junk 1940, cosine similarity=0.25
garbage junk 1950, cosine similarity=0.22
garbage junk 1960, cosine similarity=0.20
garbage junk 1970, cosine similarity=0.19
garbage junk 1980, cosine similarity=0.23

garbage pail 1930, cosine similarity=0.19
garbage pail 1940, cosine similarity=0.30
garbage pail 1950, cosine similarity=0.35
garbage pail 1960, cosine similarity=0.30
garbage pail 1970, cosine similarity=0.38
garbage pail 1980, cosine similarity=0.33

garbage refuse 1930, cosine similarity=0.34
garbage refuse 1940, cosine similarity=0.30
garbage refuse 1950, cosine similarity=0.32
garbage refuse 1960, cosine similarity=0.30
garbage refuse 1970, cosine similarity=0.30
garbage refuse 1980, cosine similarity=0.27

garbage disposal 1930, cosine similarity=0.39
garbage disposal 1940, cosine similarity=0.39
garbage disposal 1950, cosine similarity=0.38
garbage disposal 1960, cosine similarity=0.33
garbage disposal 1970, cosine similarity=0.31
garbage disposal 1980, cosine similarity=0.28

garbage gross 1930, cosine similarity=0.02
garbage gross 1940, cosine similarity=-0.03
garbage gross 1950, cosine similarity=0.09
garbage gross 1960, cosine similarity=-0.00
garbage gross 1970, cosine similarity=-0.07
garbage gross 1980, cosine similarity=0.00

garbage out 1930, cosine similarity=0.09
garbage out 1940, cosine similarity=0.16
garbage out 1950, cosine similarity=0.11
garbage out 1960, cosine similarity=0.19
garbage out 1970, cosine similarity=0.15
garbage out 1980, cosine similarity=0.23

garbage man 1930, cosine similarity=-0.02
garbage man 1940, cosine similarity=0.01
garbage man 1950, cosine similarity=-0.07
garbage man 1960, cosine similarity=-0.08
garbage man 1970, cosine similarity=-0.03
garbage man 1980, cosine similarity=-0.03

garbage rubbish 1930, cosine similarity=0.47
garbage rubbish 1940, cosine similarity=0.47
garbage rubbish 1950, cosine similarity=0.43
garbage rubbish 1960, cosine similarity=0.44
garbage rubbish 1970, cosine similarity=0.43
garbage rubbish 1980, cosine similarity=0.40

garden flower 1930, cosine similarity=0.35
garden flower 1940, cosine similarity=0.37
garden flower 1950, cosine similarity=0.36
garden flower 1960, cosine similarity=0.39
